QuarterID,GameID,Number,Name,AwayScore,HomeScore
163279,20812,3,3,18,32
163280,20812,4,4,34,23
163281,20808,1,1,44,35
163282,20808,2,2,28,28
163283,20808,3,3,26,28
163284,20808,4,4,24,26
163285,19593,1,1,20,34
163286,19593,2,2,34,29
163287,19593,3,3,26,24
163288,19593,4,4,27,32
163289,19594,1,1,28,28
163290,19594,2,2,33,18
163291,19594,3,3,19,40
163292,19594,4,4,28,18
163293,19595,1,1,29,25
163294,19595,2,2,23,26
163295,19595,3,3,21,27
163296,19595,4,4,37,38
163297,19596,1,1,39,34
163298,19597,1,1,30,18
163299,19596,2,2,29,39
163300,19596,3,3,28,37
163301,19596,4,4,24,33
163302,19597,2,2,21,28
163303,19597,3,3,31,27
163304,19597,4,4,26,31
163305,19598,1,1,20,29
163306,19598,2,2,23,25
163307,19598,3,3,26,33
163308,19598,4,4,17,29
163309,19599,1,1,37,32
163310,19599,2,2,26,31
163311,19599,3,3,27,24
163312,19599,4,4,24,26
163313,19601,1,1,25,25
163314,19601,2,2,26,28
163315,19601,3,3,23,20
163316,19601,4,4,20,24
163317,19600,1,1,29,26
163318,19600,2,2,18,32
163319,19600,3,3,28,25
163320,19600,4,4,27,20
163321,19603,1,1,25,28
163322,19603,2,2,32,19
163323,19603,3,3,25,23
163324,19603,4,4,29,34
163325,19602,1,1,33,35
163326,19602,2,2,28,20
163327,19602,3,3,30,27
163328,19602,4,4,33,22
163329,19604,1,1,32,24
163330,19604,2,2,40,34
163331,19604,3,3,33,29
163332,19604,4,4,25,27
163333,19605,1,1,36,43
163334,19605,2,2,28,25
163335,19605,3,3,32,23
163336,19605,4,4,30,28
163337,19606,1,1,20,29
163338,19606,2,2,27,38
163339,19606,3,3,26,32
163340,19606,4,4,38,24
163341,19607,1,1,23,30
163342,19607,2,2,31,33
163343,19607,3,3,31,25
163344,19607,4,4,32,30
163345,19608,1,1,30,18
163346,19608,2,2,22,30
163347,19608,3,3,32,24
163348,19608,4,4,11,28
163349,19611,1,1,25,18
163350,19611,2,2,36,38
163351,19611,3,3,28,23
163352,19611,4,4,19,25
163353,19609,1,1,32,21
163354,19609,2,2,22,26
163355,19609,3,3,29,28
163356,19609,4,4,28,24
163357,19613,1,1,35,31
163358,19613,2,2,34,30
163359,19613,3,3,31,31
163360,19613,4,4,26,28
163361,19616,1,1,28,25
163362,19618,1,1,31,26
163363,19616,2,2,27,35
163364,19616,3,3,33,27
163365,19616,4,4,23,32
163366,19618,2,2,21,16
163367,19618,3,3,27,33
163368,19618,4,4,29,30
163369,19622,1,1,23,25
163370,19622,2,2,29,27
163371,19622,3,3,31,24
163372,19622,4,4,28,35
163373,19620,1,1,18,24
163374,19620,2,2,17,18
163375,19620,3,3,33,23
163376,19620,4,4,25,28
163377,19624,1,1,25,26
163378,19624,2,2,34,31
163379,19624,3,3,30,31
163380,19624,4,4,31,37
163381,19626,1,1,30,33
163382,19626,2,2,24,30
163383,19626,3,3,29,26
163384,19626,4,4,35,31
163385,19630,1,1,24,29
163386,19630,2,2,36,28
163387,19630,3,3,39,27
163388,19630,4,4,23,30
163389,19628,1,1,31,26
163390,19628,2,2,32,29
163391,19628,3,3,19,25
163392,19628,4,4,20,17
163393,19622,5,OT,11,15
163394,19620,5,OT,10,11
163395,19633,1,1,12,26
163396,19633,2,2,25,29
163397,19633,3,3,31,22
163398,19633,4,4,19,19
163399,19631,1,1,26,29
163400,19631,2,2,18,28
163401,19631,3,3,33,27
163402,19631,4,4,25,34
163403,19632,1,1,22,25
163404,19632,2,2,24,37
163405,19632,3,3,34,30
163406,19632,4,4,26,21
163407,19635,1,1,27,36
163408,19635,2,2,29,23
163409,19635,3,3,35,20
163410,19635,4,4,23,28
163411,19634,1,1,31,37
163412,19634,2,2,29,12
163413,19634,3,3,31,38
163414,19634,4,4,34,26
163415,19636,1,1,31,26
163416,19636,2,2,22,29
163417,19636,3,3,20,25
163418,19636,4,4,17,26
163419,19637,1,1,27,37
163420,19637,2,2,23,29
163421,19637,3,3,28,40
163422,19637,4,4,26,20
163423,19638,1,1,34,23
163424,19638,2,2,35,28
163425,19638,3,3,28,24
163426,19638,4,4,31,20
163427,19640,1,1,31,25
163428,19640,2,2,37,22
163429,19640,3,3,33,33
163430,19640,4,4,26,30
163431,19639,1,1,26,24
163432,19639,2,2,31,23
163433,19639,3,3,24,28
163434,19639,4,4,25,20
163435,19641,1,1,28,36
163436,19641,2,2,32,30
163437,19641,3,3,21,33
163438,19641,4,4,17,27
163439,19643,1,1,28,41
163440,19643,2,2,27,25
163441,19643,3,3,28,21
163442,19643,4,4,32,28
163443,19642,1,1,17,23
163444,19642,2,2,20,33
163445,19642,3,3,23,37
163446,19642,4,4,23,30
163447,19643,5,OT,12,17
163448,19645,1,1,27,30
163449,19645,2,2,26,25
163450,19645,3,3,25,28
163451,19645,4,4,34,22
163452,19644,1,1,42,23
163453,19644,2,2,24,32
163454,19644,3,3,33,28
163455,19644,4,4,34,38
163456,19646,1,1,42,19
163457,19646,2,2,35,32
163458,19646,3,3,31,24
163459,19646,4,4,18,32
163460,19647,1,1,42,35
163461,19647,2,2,37,25
163462,19647,3,3,19,38
163463,19647,4,4,15,29
163464,19648,1,1,21,25
163465,19648,2,2,26,25
163466,19648,3,3,33,24
163467,19648,4,4,19,17
163468,19649,1,1,30,36
163469,19650,1,1,28,28
163470,19649,2,2,37,25
163471,19649,3,3,30,25
163472,19649,4,4,28,24
163473,19651,1,1,29,27
163474,19650,2,2,24,34
163475,19650,3,3,21,35
163476,19650,4,4,41,25
163477,19652,1,1,21,33
163478,19651,2,2,30,30
163479,19651,3,3,39,21
163480,19651,4,4,32,24
163481,19652,2,2,26,26
163482,19652,3,3,32,32
163483,19652,4,4,33,33
163484,19653,1,1,21,31
163485,19653,2,2,24,27
163486,19653,3,3,24,22
163487,19653,4,4,33,30
163488,19654,1,1,24,29
163489,19654,2,2,34,25
163490,19654,3,3,22,27
163491,19654,4,4,23,25
163492,19655,1,1,28,24
163493,19655,2,2,30,28
163494,19655,3,3,28,16
163495,19655,4,4,23,23
163496,19656,1,1,18,27
163497,19656,2,2,27,36
163498,19656,3,3,37,32
163499,19656,4,4,33,19
163500,19657,1,1,18,13
163501,19657,2,2,32,34
163502,19657,3,3,21,41
163503,19657,4,4,31,30
163504,19658,1,1,26,32
163505,19658,2,2,21,27
163506,19658,3,3,36,25
163507,19658,4,4,27,17
163508,19659,1,1,18,31
163509,19659,2,2,26,35
163510,19659,3,3,35,29
163511,19659,4,4,32,35
163512,19660,1,1,30,25
163513,19661,1,1,27,44
163514,19661,2,2,27,31
163515,19661,3,3,17,34
163516,19661,4,4,33,46
163517,19660,2,2,21,34
163518,19660,3,3,31,40
163519,19660,4,4,39,31
163520,19663,1,1,24,22
163521,19663,2,2,25,28
163522,19663,3,3,22,13
163523,19663,4,4,24,26
163524,19662,1,1,29,32
163525,19662,2,2,17,24
163526,19662,3,3,29,27
163527,19662,4,4,34,22
163528,19664,1,1,14,33
163529,19664,2,2,29,18
163530,19664,3,3,35,26
163531,19664,4,4,32,29
163532,19666,1,1,21,28
163533,19665,1,1,27,39
163534,19665,2,2,31,22
163535,19665,3,3,20,25
163536,19665,4,4,41,42
163537,19666,2,2,23,35
163538,19666,3,3,28,26
163539,19666,4,4,17,21
163540,19667,1,1,23,26
163541,19667,2,2,27,23
163542,19667,3,3,33,32
163543,19667,4,4,22,33
163544,19668,1,1,19,42
163545,19668,2,2,27,37
163546,19668,3,3,33,25
163547,19668,4,4,30,29
163548,19669,1,1,31,28
163549,19669,2,2,24,28
163550,19669,3,3,24,18
163551,19669,4,4,22,28
163552,19670,1,1,37,24
163553,19670,2,2,24,24
163554,19670,3,3,24,39
163555,19670,4,4,32,30
163556,19670,5,OT,8,13
163557,19671,1,1,26,30
163558,19671,2,2,23,28
163559,19671,3,3,28,32
163560,19671,4,4,22,24
163561,19672,1,1,29,35
163562,19672,2,2,20,37
163563,19672,3,3,34,22
163564,19672,4,4,33,31
163565,19673,1,1,30,34
163566,19673,2,2,36,24
163567,19673,3,3,24,28
163568,19673,4,4,25,27
163569,19674,1,1,39,20
163570,19674,2,2,36,35
163571,19674,3,3,28,34
163572,19674,4,4,29,32
163573,19533,1,1,26,36
163574,19533,2,2,27,34
163575,19533,3,3,34,18
163576,19533,4,4,29,33
163577,19534,1,1,25,21
163578,19534,2,2,21,35
163579,19534,3,3,30,26
163580,19534,4,4,29,28
163581,19536,1,1,35,30
163582,19536,2,2,24,28
163583,19536,3,3,19,22
163584,19536,4,4,31,27
163585,19537,1,1,38,33
163586,19537,2,2,31,34
163587,19537,3,3,37,39
163588,19537,4,4,35,33
163589,19535,1,1,34,34
163590,19535,2,2,20,26
163591,19535,3,3,27,41
163592,19535,4,4,33,20
163593,19539,1,1,26,33
163594,19539,2,2,27,21
163595,19539,3,3,24,22
163596,19539,4,4,25,26
163597,19538,1,1,24,40
163598,19538,2,2,31,30
163599,19538,3,3,32,32
163600,19538,4,4,27,23
163601,19539,5,OT,11,13
163602,19675,1,1,24,25
163603,19675,2,2,21,27
163604,19675,3,3,30,28
163605,19675,4,4,25,32
163606,19678,1,1,27,35
163607,19678,2,2,26,25
163608,19678,3,3,41,23
163609,19678,4,4,29,22
163610,19676,1,1,27,27
163611,19677,1,1,25,39
163612,19677,2,2,26,28
163613,19677,3,3,29,34
163614,19677,4,4,21,19
163615,19676,2,2,27,19
163616,19676,3,3,38,50
163617,19676,4,4,33,28
163618,19679,1,1,34,34
163619,19681,1,1,27,29
163620,19679,2,2,36,24
163621,19679,3,3,21,30
163622,19679,4,4,33,26
163623,19681,2,2,23,26
163624,19681,3,3,27,37
163625,19681,4,4,18,31
163626,19680,1,1,19,33
163627,19680,2,2,34,26
163628,19680,3,3,15,12
163629,19680,4,4,21,36
163630,19682,1,1,22,23
163631,19682,2,2,31,28
163632,19682,3,3,21,35
163633,19682,4,4,27,37
163634,19683,1,1,28,27
163635,19683,2,2,30,22
163636,19683,3,3,34,31
163637,19683,4,4,28,26
163638,19684,1,1,22,26
163639,19684,2,2,13,28
163640,19684,3,3,36,32
163641,19684,4,4,39,24
163642,19684,5,OT,13,6
163643,19685,1,1,30,29
163644,19685,2,2,15,28
163645,19685,3,3,32,29
163646,19685,4,4,27,29
163647,19686,1,1,31,26
163648,19686,2,2,31,24
163649,19686,3,3,22,33
163650,19686,4,4,34,41
163651,19687,1,1,30,32
163652,19687,2,2,33,23
163653,19687,3,3,19,31
163654,19687,4,4,30,14
163655,19690,1,1,27,33
163656,19689,1,1,28,44
163657,19688,1,1,31,26
163658,19691,1,1,24,33
163659,19690,2,2,26,33
163660,19690,3,3,33,17
163661,19690,4,4,31,19
163662,19688,2,2,25,22
163663,19688,3,3,27,34
163664,19688,4,4,37,27
163665,19689,2,2,33,42
163666,19689,3,3,26,33
163667,19689,4,4,24,33
163668,19691,2,2,34,42
163669,19691,3,3,40,45
163670,19691,4,4,30,26
163671,19692,1,1,29,32
163672,19692,2,2,34,35
163673,19692,3,3,33,27
163674,19692,4,4,33,31
163675,19694,1,1,21,19
163676,19693,1,1,33,33
163677,19693,2,2,26,29
163678,19693,3,3,20,28
163679,19693,4,4,28,18
163680,19694,2,2,25,23
163681,19694,3,3,30,34
163682,19694,4,4,21,35
163683,19698,1,1,28,29
163684,19698,2,2,22,29
163685,19698,3,3,27,38
163686,19698,4,4,40,30
163687,19696,1,1,22,32
163688,19697,1,1,26,29
163689,19695,1,1,32,37
163690,19696,2,2,20,35
163691,19696,3,3,18,30
163692,19696,4,4,37,25
163693,19695,2,2,20,29
163694,19695,3,3,26,32
163695,19695,4,4,35,32
163696,19697,2,2,29,23
163697,19697,3,3,19,27
163698,19697,4,4,27,22
163699,19699,1,1,27,25
163700,19699,2,2,44,34
163701,19699,3,3,21,40
163702,19699,4,4,24,35
163703,19697,5,OT,8,13
163704,19701,1,1,29,29
163705,19701,2,2,31,38
163706,19701,3,3,38,34
163707,19701,4,4,20,33
163708,19702,1,1,27,22
163709,19702,2,2,27,39
163710,19702,3,3,17,20
163711,19702,4,4,32,25
163712,19700,1,1,24,29
163713,19700,2,2,41,17
163714,19700,3,3,38,38
163715,19700,4,4,29,32
163716,19703,1,1,21,13
163717,19703,2,2,28,33
163718,19703,3,3,22,27
163719,19703,4,4,22,27
163720,19704,1,1,16,33
163721,19704,2,2,35,32
163722,19704,3,3,21,34
163723,19704,4,4,33,27
163724,19709,1,1,24,28
163725,19707,1,1,33,26
163726,19708,1,1,23,24
163727,19710,1,1,29,36
163728,19710,2,2,28,34
163729,19710,3,3,30,29
163730,19710,4,4,33,29
163731,19707,2,2,21,20
163732,19707,3,3,23,30
163733,19707,4,4,31,26
163734,19709,2,2,20,44
163735,19709,3,3,24,25
163736,19709,4,4,33,25
163737,19705,1,1,36,28
163738,19708,2,2,29,38
163739,19708,3,3,43,28
163740,19708,4,4,23,30
163741,19706,1,1,19,32
163742,19706,2,2,26,34
163743,19706,3,3,26,33
163744,19706,4,4,23,29
163745,19705,2,2,21,29
163746,19705,3,3,31,27
163747,19705,4,4,19,23
163748,19711,1,1,27,33
163749,19711,2,2,35,25
163750,19711,3,3,37,30
163751,19711,4,4,28,28
163752,19713,1,1,29,34
163753,19713,2,2,31,22
163754,19713,3,3,24,29
163755,19713,4,4,27,26
163756,19712,1,1,21,26
163757,19712,2,2,26,27
163758,19712,3,3,31,23
163759,19712,4,4,27,32
163760,19705,5,OT,9,8
163761,19713,5,OT,7,10
163762,19714,1,1,24,38
163763,19714,2,2,36,28
163764,19714,3,3,34,27
163765,19714,4,4,30,33
163766,19715,1,1,34,34
163767,19715,2,2,39,35
163768,19715,3,3,20,29
163769,19715,4,4,27,21
163770,19540,1,1,21,33
163771,19540,2,2,27,23
163772,19540,3,3,35,21
163773,19540,4,4,31,29
163774,19541,1,1,22,27
163775,19541,2,2,35,36
163776,19541,3,3,31,34
163777,19541,4,4,36,20
163778,19542,1,1,33,38
163779,19542,2,2,21,28
163780,19542,3,3,30,27
163781,19542,4,4,23,28
163782,19545,1,1,22,27
163783,19544,1,1,34,32
163784,19543,1,1,31,26
163785,19545,2,2,34,27
163786,19545,3,3,34,19
163787,19545,4,4,27,37
163788,19544,2,2,42,31
163789,19544,3,3,27,32
163790,19544,4,4,24,26
163791,19543,2,2,17,28
163792,19543,3,3,31,16
163793,19543,4,4,22,34
163794,19546,1,1,33,30
163795,19546,2,2,18,47
163796,19546,3,3,38,38
163797,19546,4,4,37,29
163798,19548,1,1,20,34
163799,19548,2,2,22,19
163800,19548,3,3,28,22
163801,19548,4,4,28,30
163802,19547,1,1,25,34
163803,19547,2,2,30,29
163804,19547,3,3,34,33
163805,19547,4,4,33,23
163806,19716,1,1,25,29
163807,19716,2,2,24,36
163808,19716,3,3,23,23
163809,19716,4,4,25,24
163810,19717,1,1,26,30
163811,19717,2,2,20,25
163812,19717,3,3,25,33
163813,19717,4,4,23,29
163814,19718,1,1,41,24
163815,19718,2,2,22,28
163816,19718,3,3,30,30
163817,19718,4,4,24,27
163818,19719,1,1,30,31
163819,19719,2,2,38,21
163820,19719,3,3,16,31
163821,19719,4,4,34,27
163822,19720,1,1,25,32
163823,19720,2,2,29,32
163824,19720,3,3,25,35
163825,19720,4,4,28,30
163826,19721,1,1,15,30
163827,19721,2,2,26,19
163828,19721,3,3,31,29
163829,19721,4,4,22,24
163830,19722,1,1,33,20
163831,19722,2,2,19,25
163832,19722,3,3,27,23
163833,19722,4,4,26,33
163834,19723,1,1,27,38
163835,19723,2,2,33,31
163836,19723,3,3,39,31
163837,19723,4,4,27,37
163838,19724,1,1,31,22
163839,19724,2,2,19,33
163840,19724,3,3,31,29
163841,19724,4,4,27,35
163842,19726,1,1,34,27
163843,19726,2,2,33,27
163844,19726,3,3,42,31
163845,19726,4,4,27,39
163846,19725,1,1,30,23
163847,19725,2,2,20,23
163848,19725,3,3,26,28
163849,19725,4,4,28,33
163850,19727,1,1,15,29
163851,19727,2,2,35,24
163852,19727,3,3,32,31
163853,19727,4,4,36,29
163854,19728,1,1,29,29
163855,19728,2,2,25,30
163856,19728,3,3,26,27
163857,19728,4,4,31,13
163858,19729,1,1,29,31
163859,19729,2,2,25,20
163860,19729,3,3,35,22
163861,19729,4,4,27,37
163862,19730,1,1,28,31
163863,19730,2,2,29,25
163864,19730,3,3,23,35
163865,19730,4,4,30,25
163866,19731,1,1,24,25
163867,19732,1,1,32,25
163868,19731,2,2,29,27
163869,19731,3,3,23,32
163870,19731,4,4,22,30
163871,19732,2,2,32,20
163872,19732,3,3,27,36
163873,19732,4,4,16,30
163874,19733,1,1,18,35
163875,19733,2,2,31,24
163876,19733,3,3,25,24
163877,19733,4,4,35,35
163878,19734,1,1,25,33
163879,19734,2,2,35,35
163880,19734,3,3,29,42
163881,19734,4,4,31,22
163882,19549,1,1,24,32
163883,19550,1,1,38,29
163884,19549,2,2,33,16
163885,19549,3,3,30,32
163886,19549,4,4,24,25
163887,19550,2,2,26,31
163888,19550,3,3,33,31
163889,19550,4,4,29,29
163890,19551,1,1,36,30
163891,19551,2,2,27,24
163892,19551,3,3,32,40
163893,19551,4,4,37,32
163894,19553,1,1,25,28
163895,19553,2,2,23,30
163896,19553,3,3,18,33
163897,19553,4,4,21,32
163898,19552,1,1,24,33
163899,19552,2,2,36,24
163900,19552,3,3,26,31
163901,19552,4,4,18,36
163902,19554,1,1,26,33
163903,19554,2,2,28,37
163904,19554,3,3,31,44
163905,19554,4,4,25,17
163906,19555,1,1,28,36
163907,19555,2,2,30,31
163908,19555,3,3,28,28
163909,19555,4,4,13,20
163910,19556,1,1,26,28
163911,19556,2,2,26,32
163912,19556,3,3,32,24
163913,19556,4,4,24,27
163914,19557,1,1,22,30
163915,19557,2,2,32,29
163916,19557,3,3,22,24
163917,19557,4,4,28,18
163918,19558,1,1,26,37
163919,19558,2,2,25,37
163920,19558,3,3,35,33
163921,19558,4,4,21,27
163922,19735,1,1,41,26
163923,19735,2,2,30,25
163924,19735,3,3,33,32
163925,19735,4,4,26,34
163926,19736,1,1,33,22
163927,19738,1,1,36,21
163928,19736,2,2,24,34
163929,19736,3,3,30,25
163930,19736,4,4,29,33
163931,19738,2,2,34,26
163932,19738,3,3,30,32
163933,19738,4,4,28,33
163934,19737,1,1,37,22
163935,19737,2,2,20,36
163936,19737,3,3,26,17
163937,19737,4,4,34,32
163938,19739,1,1,21,21
163939,19739,2,2,29,12
163940,19739,3,3,23,31
163941,19739,4,4,23,30
163942,19740,1,1,29,35
163943,19740,2,2,25,41
163944,19740,3,3,28,34
163945,19740,4,4,33,23
163946,19742,1,1,30,25
163947,19742,2,2,25,22
163948,19742,3,3,28,28
163949,19742,4,4,26,20
163950,19741,1,1,38,25
163951,19741,2,2,34,34
163952,19741,3,3,32,21
163953,19741,4,4,21,30
163954,19743,1,1,27,30
163955,19743,2,2,25,30
163956,19743,3,3,31,35
163957,19743,4,4,32,27
163958,19744,1,1,39,24
163959,19744,2,2,28,36
163960,19744,3,3,27,25
163961,19744,4,4,34,24
163962,19559,1,1,28,37
163963,19560,1,1,35,25
163964,19560,2,2,30,29
163965,19560,3,3,24,30
163966,19560,4,4,31,15
163967,19559,2,2,31,20
163968,19559,3,3,33,24
163969,19559,4,4,38,18
163970,19561,1,1,30,24
163971,19563,1,1,26,32
163972,19561,2,2,27,32
163973,19561,3,3,37,31
163974,19561,4,4,32,29
163975,19563,2,2,39,17
163976,19563,3,3,19,32
163977,19563,4,4,24,24
163978,19562,1,1,26,35
163979,19562,2,2,19,24
163980,19562,3,3,28,21
163981,19562,4,4,27,28
163982,19564,1,1,29,31
163983,19564,2,2,33,31
163984,19564,3,3,33,32
163985,19564,4,4,34,26
163986,19565,1,1,23,16
163987,19565,2,2,25,17
163988,19565,3,3,29,32
163989,19565,4,4,26,32
163990,19566,1,1,28,36
163991,19566,2,2,25,33
163992,19566,3,3,33,26
163993,19566,4,4,24,20
163994,19568,1,1,30,23
163995,19568,2,2,30,27
163996,19568,3,3,22,25
163997,19568,4,4,25,20
163998,19567,1,1,41,38
163999,19567,2,2,34,37
164000,19567,3,3,27,24
164001,19567,4,4,29,29
164002,19569,1,1,23,29
164003,19569,2,2,27,19
164004,19569,3,3,27,31
164005,19569,4,4,23,27
164006,19745,1,1,30,19
164007,19745,2,2,31,31
164008,19745,3,3,28,30
164009,19745,4,4,33,28
164010,19746,1,1,27,35
164011,19746,2,2,32,29
164012,19746,3,3,26,31
164013,19746,4,4,36,25
164014,19749,1,1,26,35
164015,19747,1,1,26,14
164016,19747,2,2,24,26
164017,19747,3,3,26,28
