StatID,TeamID,PlayerID,SeasonType,Season,Name,Team,Position,Started,Games,FantasyPoints,Minutes,Seconds,FieldGoalsMade,FieldGoalsAttempted,FieldGoalsPercentage,TwoPointersMade,TwoPointersAttempted,TwoPointersPercentage,ThreePointersMade,ThreePointersAttempted,ThreePointersPercentage,FreeThrowsMade,FreeThrowsAttempted,FreeThrowsPercentage,OffensiveRebounds,DefensiveRebounds,Rebounds,Assists,Steals,BlockedShots,Turnovers,PersonalFouls,Points,FantasyPointsFanDuel,FantasyPointsDraftKings,PlusMinus,DoubleDoubles,TripleDoubles
1002643,1,20002534,2,2023,Deni Avdija,WAS,SF,0,0,0.00,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1002644,26,20001455,2,2023,Kevon Looney,GS,C,2,4,55.80,64,34,8.00,17.00,47.1,8.00,17.00,47.1,0.00,0.00,0,1.00,4.00,25.0,9.00,15.00,24.00,6.00,1.00,2.00,5.00,10.00,17.00,58.80,59.50,-14.00,0.00,0.00
1002645,1,20001418,2,2023,Delon Wright,WAS,PG,0,4,79.60,82,20,10.00,25.00,40.0,3.00,9.00,33.3,7.00,16.00,43.8,2.00,2.00,100,3.00,10.00,13.00,12.00,5.00,6.00,5.00,2.00,29.00,90.60,86.25,33.00,0.00,0.00
1002646,26,20000485,2,2023,Stephen Curry,GS,PG,2,4,95.30,81,12,24.00,50.00,48.0,14.00,22.00,63.6,10.00,28.00,35.7,12.00,12.00,100,1.00,13.00,14.00,11.00,1.00,1.00,12.00,3.00,70.00,97.30,107.00,2.00,0.00,0.00
1002647,26,20002935,2,2023,Lester Quinones,GS,PG,0,2,20.60,20,3,4.00,7.00,57.1,3.00,4.00,75.0,1.00,3.00,33.3,1.00,2.00,50.0,1.00,2.00,3.00,2.00,2.00,0.00,0.00,4.00,10.00,22.60,21.25,-1.00,0.00,0.00
1002648,26,20000482,2,2023,Draymond Green,GS,PF,1,4,40.60,87,57,4.00,10.00,40.0,2.00,5.00,40.0,2.00,5.00,40.0,4.00,4.00,100,1.00,12.00,13.00,8.00,0.00,0.00,1.00,4.00,14.00,40.60,42.75,-33.00,0.00,0.00
1002649,26,20002655,2,2023,Moses Moody,GS,SG,1,4,63.80,90,37,15.00,34.00,44.1,8.00,17.00,47.1,7.00,17.00,41.2,5.00,6.00,83.3,1.00,3.00,4.00,6.00,4.00,1.00,2.00,10.00,42.00,68.80,68.50,27.00,0.00,0.00
1002650,7,20002741,2,2023,Mac McClung,PHI,PG,0,1,18.40,12,0,4.00,6.00,66.7,3.00,5.00,60.0,1.00,1.00,100,0.00,0.00,0,0.00,2.00,2.00,2.00,2.00,0.00,0.00,0.00,9.00,20.40,19.00,20.00,0.00,0.00
1002651,26,20002300,2,2023,Jordan Poole,GS,PG,3,4,69.40,84,26,15.00,42.00,35.7,11.00,22.00,50.0,4.00,20.00,20.0,6.00,7.00,85.7,2.00,10.00,12.00,8.00,4.00,2.00,9.00,6.00,40.00,75.40,76.50,0.00,0.00,0.00
1002652,1,20002615,2,2023,Anthony Gill,WAS,PF,1,4,33.00,52,13,8.00,16.00,50.0,7.00,14.00,50.0,1.00,2.00,50.0,2.00,4.00,50.0,5.00,5.00,10.00,2.00,0.00,1.00,3.00,5.00,19.00,34.00,35.50,7.00,0.00,0.00
1002653,26,20002323,2,2023,Quinndary Weatherspoon,GS,PG,0,4,31.20,44,54,8.00,15.00,53.3,7.00,13.00,53.8,1.00,2.00,50.0,1.00,2.00,50.0,2.00,4.00,6.00,4.00,1.00,0.00,2.00,6.00,18.00,32.20,33.00,16.00,0.00,0.00
1002654,1,20001871,2,2023,Monte Morris,WAS,PG,4,4,75.70,84,27,13.00,38.00,34.2,11.00,23.00,47.8,2.00,15.00,13.3,2.00,2.00,100,1.00,5.00,6.00,19.00,6.00,1.00,4.00,8.00,30.00,82.70,79.00,-42.00,0.00,0.00
1002655,26,20002661,2,2023,Jonathan Kuminga,GS,PF,2,5,85.70,131,5,16.00,31.00,51.6,13.00,21.00,61.9,3.00,10.00,30.0,17.00,20.00,85.0,6.00,15.00,21.00,9.00,3.00,0.00,11.00,13.00,52.00,88.70,93.75,50.00,0.00,0.00
1002656,1,20000517,2,2023,Taj Gibson,WAS,PF,0,3,27.00,44,19,6.00,14.00,42.9,3.00,6.00,50.0,3.00,8.00,37.5,4.00,7.00,57.1,1.00,4.00,5.00,0.00,2.00,0.00,2.00,6.00,19.00,29.00,29.75,-23.00,0.00,0.00
1002657,26,20002000,2,2023,Jerome Robinson,GS,SG,0,3,28.90,33,50,4.00,8.00,50.0,1.00,3.00,33.3,3.00,5.00,60.0,6.00,8.00,75.0,1.00,6.00,7.00,1.00,1.00,1.00,2.00,3.00,17.00,30.90,31.75,1.00,0.00,0.00
1002658,1,20002329,2,2023,Daniel Gafford,WAS,PF,1,4,72.70,84,5,12.00,17.00,70.6,12.00,17.00,70.6,0.00,0.00,0,5.00,8.00,62.5,7.00,14.00,21.00,7.00,1.00,7.00,8.00,12.00,29.00,80.70,77.75,-28.00,0.00,0.00
1002659,1,20002950,2,2023,Quenton Jackson,WAS,SG,0,1,8.20,8,47,2.00,3.00,66.7,1.00,2.00,50.0,1.00,1.00,100,0.00,0.00,0,1.00,0.00,1.00,2.00,0.00,0.00,1.00,0.00,5.00,8.20,9.25,15.00,0.00,0.00
1002660,26,20002922,2,2023,Trevion Williams,GS,C,0,2,15.40,11,42,2.00,4.00,50.0,2.00,2.00,100,0.00,2.00,0,1.00,3.00,33.3,4.00,3.00,7.00,2.00,0.00,0.00,1.00,2.00,5.00,15.40,16.25,2.00,0.00,0.00
1002661,1,20002736,2,2023,Jordan Goodwin,WAS,PG,0,2,25.50,25,53,3.00,9.00,33.3,2.00,6.00,33.3,1.00,3.00,33.3,0.00,0.00,0,1.00,4.00,5.00,3.00,4.00,0.00,0.00,5.00,7.00,29.50,26.25,3.00,0.00,0.00
1002662,26,20000795,2,2023,Andrew Wiggins,GS,SF,2,4,56.00,77,22,12.00,33.00,36.4,6.00,16.00,37.5,6.00,17.00,35.3,5.00,9.00,55.6,2.00,8.00,10.00,4.00,2.00,0.00,1.00,12.00,35.00,58.00,60.00,-5.00,0.00,0.00
1002663,1,20002275,2,2023,Rui Hachimura,WAS,PF,2,4,101.00,105,58,22.00,45.00,48.9,20.00,31.00,64.5,2.00,14.00,14.3,13.00,19.00,68.4,1.00,29.00,30.00,4.00,3.00,0.00,6.00,5.00,59.00,104.00,108.00,28.00,1.00,0.00
1002664,26,20000486,2,2023,Klay Thompson,GS,SG,0,1,15.70,17,16,5.00,10.00,50.0,1.00,1.00,100,4.00,9.00,44.4,0.00,0.00,0,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,14.00,15.70,18.25,7.00,0.00,0.00
1002665,1,20002756,2,2023,Jordan Schakel,WAS,SG,0,2,16.60,32,3,4.00,13.00,30.8,4.00,8.00,50.0,0.00,5.00,0,6.00,6.00,100,1.00,2.00,3.00,0.00,0.00,0.00,1.00,4.00,14.00,16.60,17.25,-20.00,0.00,0.00
1002666,26,20002527,2,2023,James Wiseman,GS,C,1,5,114.50,94,52,28.00,41.00,68.3,27.00,39.00,69.2,1.00,2.00,50.0,17.00,28.00,60.7,8.00,22.00,30.00,5.00,0.00,4.00,11.00,16.00,74.00,118.50,122.00,19.00,0.00,0.00
1002667,1,20002696,2,2023,Isaiah Todd,WAS,PF,0,3,13.60,27,21,3.00,8.00,37.5,2.00,4.00,50.0,1.00,4.00,25.0,1.00,1.00,100,2.00,1.00,3.00,0.00,0.00,1.00,0.00,6.00,8.00,14.60,14.25,-21.00,0.00,0.00
1002668,1,20000887,2,2023,Will Barton,WAS,SG,3,3,59.30,71,18,10.00,27.00,37.0,4.00,7.00,57.1,6.00,20.00,30.0,5.00,9.00,55.6,1.00,3.00,4.00,13.00,2.00,1.00,2.00,4.00,31.00,62.30,63.50,-25.00,0.00,0.00
1002669,1,20003014,2,2023,Makur Maker,WAS,C,0,0,0.00,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1002670,26,20002862,2,2023,Patrick Baldwin Jr.,GS,SF,0,5,56.90,73,20,10.00,23.00,43.5,1.00,4.00,25.0,9.00,19.00,47.4,7.00,7.00,100,2.00,10.00,12.00,1.00,3.00,1.00,3.00,8.00,36.00,60.90,63.50,23.00,0.00,0.00
1002679,1,20002586,2,2023,Devon Dotson,WAS,PG,0,2,14.40,7,39,2.00,2.00,100,1.00,1.00,100,1.00,1.00,100,0.00,0.00,0,1.00,1.00,2.00,4.00,0.00,1.00,1.00,0.00,5.00,15.40,15.50,9.00,0.00,0.00
1002943,15,20002708,2,2023,Sandro Mamukelashvili,MIL,PF,1,5,86.10,90,35,12.00,28.00,42.9,9.00,12.00,75.0,3.00,16.00,18.8,15.00,19.00,78.9,3.00,15.00,18.00,13.00,5.00,0.00,7.00,4.00,42.00,91.10,92.00,-20.00,0.00,0.00
1002944,15,20001420,2,2023,Bobby Portis,MIL,PF,4,4,79.90,89,6,18.00,44.00,40.9,14.00,30.00,46.7,4.00,14.00,28.6,4.00,6.00,66.7,3.00,19.00,22.00,5.00,3.00,0.00,4.00,9.00,44.00,82.90,85.00,-17.00,0.00,0.00
1002945,15,20000842,2,2023,Joe Ingles,MIL,SF,0,0,0.00,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1002946,21,20000650,2,2023,Danny Green,MEM,SG,0,0,0.00,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1002947,21,20002560,2,2023,Xavier Tillman Sr.,MEM,C,0,3,28.40,42,7,5.00,8.00,62.5,5.00,8.00,62.5,0.00,0.00,0,3.00,6.00,50.0,2.00,5.00,7.00,0.00,5.00,0.00,3.00,9.00,13.00,33.40,30.25,-4.00,0.00,0.00
1002948,21,20001873,2,2023,Dillon Brooks,MEM,SF,4,5,69.90,101,15,14.00,43.00,32.6,8.00,21.00,38.1,6.00,22.00,27.3,9.00,13.00,69.2,2.00,10.00,12.00,9.00,2.00,2.00,9.00,13.00,43.00,73.90,78.00,7.00,0.00,0.00
1002949,15,20001438,2,2023,Pat Connaughton,MIL,SG,1,2,25.10,38,50,3.00,9.00,33.3,0.00,0.00,0,3.00,9.00,33.3,3.00,5.00,60.0,4.00,4.00,8.00,3.00,1.00,0.00,3.00,1.00,12.00,26.10,28.50,-14.00,0.00,0.00
1002950,15,20000588,2,2023,Brook Lopez,MIL,C,4,4,33.20,78,40,6.00,19.00,31.6,3.00,6.00,50.0,3.00,13.00,23.1,4.00,4.00,100,5.00,6.00,11.00,2.00,1.00,1.00,6.00,12.00,19.00,35.20,38.25,-10.00,0.00,0.00
1002951,21,20002981,2,2023,Jacob Gilyard,MEM,PG,0,1,2.90,18,37,0.00,1.00,0,0.00,0.00,0,0.00,1.00,0,0.00,0.00,0,1.00,1.00,2.00,1.00,1.00,0.00,3.00,1.00,0.00,3.90,4.50,-8.00,0.00,0.00
1002952,15,20000874,2,2023,Serge Ibaka,MIL,C,0,4,58.70,61,8,9.00,18.00,50.0,7.00,16.00,43.8,2.00,2.00,100,4.00,5.00,80.0,10.00,11.00,21.00,1.00,4.00,3.00,6.00,9.00,24.00,65.70,63.75,-32.00,0.00,0.00
1002953,21,20002709,2,2023,Santi Aldama,MEM,PF,5,5,126.70,126,8,23.00,40.00,57.5,17.00,25.00,68.0,6.00,15.00,40.0,9.00,11.00,81.8,10.00,26.00,36.00,9.00,2.00,6.00,7.00,10.00,61.00,134.70,135.00,36.00,0.00,0.00
1002954,15,20001521,2,2023,Thanasis Antetokounmpo,MIL,SF,0,3,8.60,27,31,3.00,4.00,75.0,3.00,3.00,100,0.00,1.00,0,0.00,4.00,0,0.00,3.00,3.00,0.00,0.00,0.00,1.00,6.00,6.00,8.60,9.25,-15.00,0.00,0.00
1002955,21,20002984,2,2023,Justin Bean,MEM,SF,0,1,4.40,6,3,1.00,1.00,100,1.00,1.00,100,0.00,0.00,0,1.00,2.00,50.0,2.00,0.00,2.00,0.00,0.00,0.00,1.00,0.00,3.00,4.40,5.00,4.00,0.00,0.00
1002956,21,20002283,2,2023,Brandon Clarke,MEM,PF,1,5,106.20,95,31,19.00,35.00,54.3,19.00,33.00,57.6,0.00,2.00,0,14.00,17.00,82.4,8.00,18.00,26.00,10.00,4.00,2.00,4.00,8.00,52.00,112.20,109.50,6.00,0.00,0.00
1002957,21,20001430,2,2023,Tyus Jones,MEM,PG,0,4,50.40,71,42,4.00,21.00,19.0,2.00,12.00,16.7,2.00,9.00,22.2,7.00,9.00,77.8,1.00,11.00,12.00,12.00,2.00,0.00,3.00,0.00,17.00,52.40,53.50,1.00,0.00,0.00
1002958,15,20002028,2,2023,Jevon Carter,MIL,SG,2,5,90.60,109,31,18.00,38.00,47.4,6.00,15.00,40.0,12.00,23.00,52.2,5.00,5.00,100,1.00,7.00,8.00,18.00,3.00,1.00,7.00,10.00,53.00,94.60,100.50,2.00,0.00,0.00
1002959,15,20002383,2,2023,Lindell Wigginton,MIL,PG,0,5,57.10,59,36,10.00,24.00,41.7,6.00,15.00,40.0,4.00,9.00,44.4,6.00,10.00,60.0,4.00,4.00,8.00,9.00,5.00,0.00,6.00,8.00,30.00,62.10,62.50,-22.00,0.00,0.00
1002960,15,20002569,2,2023,Jordan Nwora,MIL,PF,2,5,108.30,117,54,22.00,49.00,44.9,14.00,25.00,56.0,8.00,24.00,33.3,12.00,14.00,85.7,6.00,18.00,24.00,11.00,4.00,1.00,11.00,10.00,64.00,113.30,119.00,-26.00,0.00,0.00
1002961,21,20001991,2,2023,Jaren Jackson Jr.,MEM,PF,0,0,0.00,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1002962,15,20000743,2,2023,George Hill,MIL,PG,0,4,35.50,70,41,6.00,11.00,54.5,1.00,2.00,50.0,5.00,9.00,55.6,2.00,2.00,100,3.00,7.00,10.00,5.00,2.00,0.00,7.00,6.00,19.00,37.50,42.00,-15.00,0.00,0.00
1002963,21,20002927,2,2023,Vince Williams Jr.,MEM,SG,0,3,8.50,27,12,2.00,5.00,40.0,0.00,0.00,0,2.00,5.00,40.0,0.00,0.00,0,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,6.00,9.50,10.00,3.00,0.00,0.00
1002964,15,20000474,2,2023,Jrue Holiday,MIL,PG,4,4,92.20,91,46,19.00,42.00,45.2,12.00,25.00,48.0,7.00,17.00,41.2,4.00,5.00,80.0,5.00,11.00,16.00,18.00,3.00,1.00,11.00,5.00,49.00,96.20,102.00,-19.00,0.00,0.00
1002965,21,20000875,2,2023,Steven Adams,MEM,C,4,4,77.40,84,19,9.00,19.00,47.4,9.00,19.00,47.4,0.00,0.00,0,5.00,13.00,38.5,16.00,16.00,32.00,8.00,8.00,0.00,12.00,8.00,23.00,85.40,85.00,2.00,0.00,0.00
1002966,15,20002332,2,2023,Marques Bolden,MIL,C,1,4,43.60,46,41,10.00,14.00,71.4,6.00,8.00,75.0,4.00,6.00,66.7,1.00,2.00,50.0,2.00,6.00,8.00,2.00,1.00,3.00,2.00,9.00,25.00,47.60,47.00,-16.00,0.00,0.00
1002967,15,20000497,2,2023,Giannis Antetokounmpo,MIL,PF,2,2,76.20,52,49,12.00,37.00,32.4,12.00,34.00,35.3,0.00,3.00,0,19.00,25.00,76.0,3.00,18.00,21.00,6.00,3.00,0.00,7.00,6.00,43.00,79.20,82.25,-4.00,1.00,0.00
1002968,21,20002555,2,2023,Desmond Bane,MEM,SG,4,4,113.60,107,15,28.00,58.00,48.3,22.00,33.00,66.7,6.00,25.00,24.0,15.00,17.00,88.2,2.00,11.00,13.00,10.00,6.00,1.00,8.00,8.00,77.00,120.60,121.25,28.00,0.00,0.00
1002969,21,20002910,2,2023,Jake LaRavia,MEM,PF,0,4,62.30,85,37,11.00,28.00,39.3,7.00,8.00,87.5,4.00,20.00,20.0,9.00,13.00,69.2,2.00,7.00,9.00,5.00,5.00,3.00,7.00,11.00,35.00,70.30,68.25,-7.00,0.00,0.00
1002970,21,20002266,2,2023,Ja Morant,MEM,PG,4,4,156.70,104,13,32.00,67.00,47.8,29.00,54.00,53.7,3.00,13.00,23.1,26.00,37.00,70.3,5.00,16.00,21.00,19.00,7.00,3.00,10.00,3.00,93.00,166.70,164.25,17.00,0.00,0.00
1002971,15,20000500,2,2023,Khris Middleton,MIL,SF,0,0,0.00,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1002972,21,20002318,2,2023,John Konchar,MEM,SG,1,4,74.60,87,57,9.00,22.00,40.9,4.00,8.00,50.0,5.00,14.00,35.7,0.00,1.00,0,3.00,20.00,23.00,8.00,4.00,5.00,6.00,5.00,23.00,83.60,81.25,-2.00,0.00,0.00
1002973,15,20001986,2,2023,Grayson Allen,MIL,SF,3,3,55.60,56,54,13.00,27.00,48.1,8.00,15.00,53.3,5.00,12.00,41.7,4.00,4.00,100,4.00,9.00,13.00,4.00,1.00,0.00,3.00,3.00,35.00,56.60,60.25,-25.00,0.00,0.00
1002974,15,20002650,2,2023,Luca Vildoza,MIL,PG,0,3,23.60,30,1,2.00,7.00,28.6,0.00,2.00,0,2.00,5.00,40.0,2.00,2.00,100,1.00,2.00,3.00,4.00,2.00,2.00,2.00,1.00,8.00,27.60,25.75,-23.00,0.00,0.00
1002975,15,20000629,2,2023,Wesley Matthews,MIL,SG,0,0,0.00,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1002976,21,20002916,2,2023,David Roddy,MEM,PF,0,5,69.30,99,0,13.00,35.00,37.1,8.00,16.00,50.0,5.00,19.00,26.3,13.00,14.00,92.9,4.00,10.00,14.00,3.00,4.00,0.00,4.00,7.00,44.00,73.30,74.50,38.00,0.00,0.00
1002977,21,20002939,2,2023,Kenneth Lofton Jr.,MEM,PF,0,1,25.50,24,23,6.00,8.00,75.0,5.00,6.00,83.3,1.00,2.00,50.0,4.00,5.00,80.0,2.00,3.00,5.00,3.00,1.00,0.00,4.00,2.00,17.00,26.50,28.25,5.00,0.00,0.00
1002978,21,20002590,2,2023,Killian Tillie,MEM,PF,0,0,0.00,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1002979,21,20002656,2,2023,Ziaire Williams,MEM,SF,1,3,59.70,68,39,9.00,21.00,42.9,4.00,9.00,44.4,5.00,12.00,41.7,9.00,10.00,90.0,0.00,11.00,11.00,7.00,2.00,1.00,2.00,6.00,32.00,62.70,63.75,-10.00,0.00,0.00
1002980,15,20002945,2,2023,AJ Green,MIL,SG,0,5,40.00,66,20,8.00,28.00,28.6,2.00,4.00,50.0,6.00,24.00,25.0,0.00,0.00,0,2.00,8.00,10.00,4.00,2.00,0.00,4.00,5.00,22.00,42.00,45.50,-4.00,0.00,0.00
1002981,15,20002865,2,2023,MarJon Beauchamp,MIL,SG,1,5,60.10,111,57,11.00,32.00,34.4,8.00,16.00,50.0,3.00,16.00,18.8,5.00,7.00,71.4,4.00,14.00,18.00,5.00,2.00,3.00,9.00,13.00,30.00,65.10,67.00,-25.00,0.00,0.00
1002982,21,20002885,2,2023,Kennedy Chandler,MEM,PG,1,4,56.30,50,14,6.00,15.00,40.0,5.00,9.00,55.6,1.00,6.00,16.7,3.00,5.00,60.0,1.00,8.00,9.00,13.00,6.00,1.00,4.00,3.00,16.00,63.30,59.25,12.00,0.00,0.00
1003252,9,20001706,2,2023,Jake Layman,BOS,SF,0,2,16.80,25,33,2.00,7.00,28.6,1.00,4.00,25.0,1.00,3.00,33.3,3.00,3.00,100,1.00,3.00,4.00,2.00,1.00,0.00,1.00,2.00,8.00,17.80,18.00,25.00,0.00,0.00
1003253,9,20002290,2,2023,Luka Samanic,BOS,PF,0,2,8.00,9,49,1.00,2.00,50.0,1.00,2.00,50.0,0.00,0.00,0,0.00,0.00,0,0.00,5.00,5.00,0.00,0.00,0.00,0.00,2.00,2.00,8.00,8.25,3.00,0.00,0.00
1003254,2,20003017,2,2023,Jaylen Sims,CHA,SG,0,1,3.60,3,55,0.00,3.00,0,0.00,2.00,0,0.00,1.00,0,0.00,0.00,0,1.00,2.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,3.60,3.75,-12.00,0.00,0.00
1003255,2,20000833,2,2023,Gordon Hayward,CHA,SF,2,2,42.10,36,9,9.00,16.00,56.2,7.00,12.00,58.3,2.00,4.00,50.0,2.00,4.00,50.0,0.00,8.00,8.00,3.00,2.00,3.00,4.00,1.00,22.00,47.10,45.50,3.00,0.00,0.00
1003256,9,20001829,2,2023,Jayson Tatum,BOS,SF,3,3,98.00,81,8,16.00,42.00,38.1,11.00,17.00,64.7,5.00,25.00,20.0,18.00,19.00,94.7,2.00,23.00,25.00,12.00,2.00,0.00,9.00,6.00,55.00,100.00,107.75,28.00,1.00,0.00
1003257,2,20002316,2,2023,Jalen McDaniels,CHA,PF,2,5,63.00,101,18,13.00,34.00,38.2,12.00,24.00,50.0,1.00,10.00,10.0,2.00,2.00,100,4.00,11.00,15.00,4.00,6.00,1.00,4.00,9.00,29.00,70.00,66.25,-51.00,0.00,0.00
1003258,2,20002694,2,2023,JT Thor,CHA,PF,0,5,51.90,113,1,12.00,31.00,38.7,10.00,17.00,58.8,2.00,14.00,14.3,7.00,7.00,100,3.00,9.00,12.00,1.00,1.00,2.00,3.00,11.00,33.00,54.90,55.00,-47.00,0.00,0.00
1003259,9,20002024,2,2023,Robert Williams III,BOS,C,0,0,0.00,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1003260,2,20002528,2,2023,LaMelo Ball,CHA,PG,4,4,116.70,102,7,20.00,64.00,31.2,15.00,42.00,35.7,5.00,22.00,22.7,13.00,16.00,81.2,7.00,14.00,21.00,23.00,5.00,1.00,13.00,12.00,58.00,122.70,126.75,-7.00,0.00,0.00
1003261,2,20002671,2,2023,James Bouknight,CHA,SG,0,5,54.90,112,3,10.00,40.00,25.0,7.00,22.00,31.8,3.00,18.00,16.7,4.00,6.00,66.7,4.00,13.00,17.00,7.00,3.00,1.00,11.00,7.00,27.00,58.90,62.75,-76.00,0.00,0.00
1003262,2,20002279,2,2023,P.J. Washington,CHA,PF,3,3,56.60,72,54,11.00,30.00,36.7,7.00,13.00,53.8,4.00,17.00,23.5,3.00,5.00,60.0,2.00,6.00,8.00,4.00,6.00,1.00,2.00,7.00,29.00,63.60,60.00,-7.00,0.00,0.00
1003263,9,20001672,2,2023,Jaylen Brown,BOS,SG,4,4,114.10,109,24,32.00,54.00,59.3,18.00,27.00,66.7,14.00,27.00,51.9,11.00,19.00,57.9,3.00,15.00,18.00,7.00,2.00,0.00,11.00,10.00,89.00,116.10,127.50,-1.00,0.00,0.00
