QuarterID,GameID,Number,Name,AwayScore,HomeScore
160830,18952,2,2,34,36
160831,18952,3,3,22,35
160832,18952,4,4,26,29
160833,18953,1,1,24,15
160834,18953,2,2,32,34
160835,18953,3,3,31,29
160836,18953,4,4,18,28
160837,18954,1,1,30,29
160838,18954,2,2,38,40
160839,18954,3,3,26,23
160840,18954,4,4,18,26
160841,18956,1,1,19,36
160842,18956,2,2,32,33
160843,18956,3,3,39,25
160844,18956,4,4,34,22
160845,18955,1,1,27,28
160846,18955,2,2,21,32
160847,18955,3,3,32,27
160848,18955,4,4,24,20
160849,18957,1,1,24,20
160850,18957,2,2,33,24
160851,18957,3,3,17,29
160852,18957,4,4,32,21
160853,18960,1,1,26,26
160854,18960,2,2,47,35
160855,18960,3,3,33,26
160856,18960,4,4,31,38
160857,18958,1,1,20,21
160858,18959,1,1,27,34
160859,18958,2,2,35,27
160860,18958,3,3,30,24
160861,18958,4,4,32,39
160862,18959,2,2,37,23
160863,18959,3,3,26,18
160864,18959,4,4,37,45
160865,18961,1,1,32,22
160866,18961,2,2,30,28
160867,18961,3,3,29,28
160868,18961,4,4,24,30
160869,18962,1,1,44,25
160870,18962,2,2,29,30
160871,18962,3,3,26,37
160872,18962,4,4,24,33
160873,18965,1,1,32,30
160874,18965,2,2,40,31
160875,18965,3,3,34,42
160876,18965,4,4,20,28
160877,18964,1,1,36,28
160878,18964,2,2,27,28
160879,18964,3,3,33,25
160880,18964,4,4,19,34
160881,18963,1,1,30,27
160882,18963,2,2,28,22
160883,18963,3,3,30,27
160884,18963,4,4,28,24
160885,18968,1,1,19,38
160886,18968,2,2,34,41
160887,18968,3,3,28,44
160888,18968,4,4,40,30
160889,18966,1,1,27,34
160890,18967,1,1,26,34
160891,18967,2,2,36,28
160892,18967,3,3,30,32
160893,18967,4,4,23,29
160894,18966,2,2,43,25
160895,18966,3,3,17,33
160896,18966,4,4,34,37
160897,18969,1,1,23,40
160898,18969,2,2,35,33
160899,18969,3,3,28,29
160900,18969,4,4,27,17
160901,18970,1,1,30,35
160902,18970,2,2,22,35
160903,18970,3,3,34,27
160904,18970,4,4,22,31
160905,18964,5,OT,19,13
160906,18971,1,1,28,37
160907,18971,2,2,34,21
160908,18971,3,3,28,27
160909,18971,4,4,29,28
160910,18972,1,1,27,25
160911,18972,2,2,35,21
160912,18972,3,3,36,38
160913,18972,4,4,24,19
160914,18974,1,1,28,31
160915,18974,2,2,31,31
160916,18974,3,3,19,24
160917,18974,4,4,28,17
160918,18973,1,1,35,24
160919,18973,2,2,18,27
160920,18973,3,3,26,25
160921,18973,4,4,18,32
160922,18975,1,1,26,34
160923,18976,1,1,21,32
160924,18975,2,2,26,36
160925,18975,3,3,24,34
160926,18975,4,4,28,32
160927,18976,2,2,22,31
160928,18976,3,3,28,31
160929,18976,4,4,27,34
160930,18977,1,1,26,25
160931,18977,2,2,34,28
160932,18977,3,3,30,19
160933,18977,4,4,21,27
160934,18978,1,1,37,25
160935,18978,2,2,29,21
160936,18978,3,3,30,26
160937,18978,4,4,18,19
160938,18979,1,1,29,27
160939,18979,2,2,26,26
160940,18979,3,3,36,35
160941,18979,4,4,33,28
160942,18980,1,1,28,39
160943,18980,2,2,31,23
160944,18980,3,3,26,28
160945,18980,4,4,19,38
160946,18981,1,1,31,24
160947,18981,2,2,34,24
160948,18981,3,3,34,40
160949,18981,4,4,41,32
160950,18982,1,1,25,37
160951,18982,2,2,35,25
160952,18982,3,3,29,23
160953,18982,4,4,35,26
160954,18983,1,1,37,31
160955,18983,2,2,16,29
160956,18983,3,3,26,44
160957,18983,4,4,35,37
160958,18984,1,1,30,22
160959,18984,2,2,28,26
160960,18984,3,3,37,23
160961,18984,4,4,32,37
160962,18985,1,1,22,26
160963,18985,2,2,18,22
160964,18985,3,3,26,21
160965,18985,4,4,36,29
160966,18987,1,1,24,25
160967,18987,2,2,33,26
160968,18987,3,3,30,30
160969,18987,4,4,29,31
160970,18986,1,1,35,33
160971,18986,2,2,24,29
160972,18986,3,3,22,29
160973,18986,4,4,26,25
160974,18988,1,1,14,26
160975,18988,2,2,25,23
160976,18988,3,3,36,23
160977,18988,4,4,14,32
160978,18989,1,1,19,49
160979,18989,2,2,29,30
160980,18989,3,3,27,31
160981,18989,4,4,37,36
160982,18990,1,1,36,34
160983,18990,2,2,40,32
160984,18990,3,3,28,33
160985,18990,4,4,29,31
160986,18992,1,1,31,32
160987,18992,2,2,30,29
160988,18992,3,3,15,27
160989,18992,4,4,28,30
160990,18991,1,1,14,32
160991,18991,2,2,26,19
160992,18991,3,3,28,25
160993,18991,4,4,17,37
160994,18995,1,1,24,34
160995,18995,2,2,30,23
160996,18995,3,3,21,31
160997,18995,4,4,23,24
160998,18994,1,1,30,39
160999,18994,2,2,33,21
161000,18994,3,3,20,29
161001,18994,4,4,28,27
161002,18993,1,1,27,30
161003,18993,2,2,28,29
161004,18993,3,3,24,27
161005,18993,4,4,20,20
161006,18996,1,1,30,37
161007,18996,2,2,28,25
161008,18996,3,3,41,35
161009,18996,4,4,31,31
161010,18997,1,1,33,31
161011,18997,2,2,44,36
161012,18997,3,3,40,21
161013,18997,4,4,26,30
161014,18998,1,1,41,25
161015,18998,2,2,19,27
161016,18998,3,3,21,26
161017,18998,4,4,29,26
161018,18999,1,1,27,34
161019,18999,2,2,40,29
161020,18999,3,3,28,32
161021,18999,4,4,27,30
161022,19000,1,1,26,29
161023,19000,2,2,29,36
161024,19000,3,3,29,24
161025,19000,4,4,20,26
161026,19002,1,1,26,19
161027,19002,2,2,24,34
161028,19002,3,3,34,26
161029,19002,4,4,21,37
161030,19001,1,1,22,36
161031,19001,2,2,25,20
161032,19001,3,3,28,37
161033,19001,4,4,32,23
161034,19003,1,1,26,31
161035,19003,2,2,24,27
161036,19003,3,3,38,23
161037,19003,4,4,27,25
161038,19004,1,1,28,19
161039,19004,2,2,26,34
161040,19004,3,3,29,38
161041,19004,4,4,30,22
161042,19005,1,1,30,24
161043,19005,2,2,30,23
161044,19005,3,3,35,30
161045,19005,4,4,22,27
161046,19006,1,1,36,28
161047,19006,2,2,29,31
161048,19006,3,3,28,33
161049,19006,4,4,15,27
161050,19008,1,1,28,34
161051,19008,2,2,30,27
161052,19008,3,3,25,35
161053,19008,4,4,39,20
161054,19007,1,1,24,32
161055,19007,2,2,29,39
161056,19007,3,3,28,26
161057,19007,4,4,35,30
161058,19010,1,1,32,31
161059,19010,2,2,26,38
161060,19010,3,3,28,34
161061,19010,4,4,21,25
161062,19009,1,1,29,28
161063,19009,2,2,27,30
161064,19009,3,3,17,17
161065,19009,4,4,22,22
161066,19004,5,OT,12,12
161067,19004,6,OT2,6,13
161068,19011,1,1,38,28
161069,19011,2,2,35,28
161070,19011,3,3,28,26
161071,19011,4,4,17,25
161072,19013,1,1,45,25
161073,19013,2,2,29,31
161074,19013,3,3,27,31
161075,19013,4,4,21,27
161076,19012,1,1,33,35
161077,19012,2,2,39,33
161078,19012,3,3,31,37
161079,19012,4,4,35,24
161080,19014,1,1,22,27
161081,19014,2,2,32,24
161082,19014,3,3,27,25
161083,19014,4,4,38,30
161084,19015,1,1,26,28
161085,19015,2,2,26,32
161086,19015,3,3,24,22
161087,19015,4,4,25,16
161088,19016,1,1,19,29
161089,19016,2,2,27,25
161090,19016,3,3,26,25
161091,19016,4,4,25,18
161092,19017,1,1,29,37
161093,19018,1,1,27,34
161094,19017,2,2,28,43
161095,19017,3,3,31,24
161096,19017,4,4,25,23
161097,19018,2,2,30,26
161098,19018,3,3,37,23
161099,19018,4,4,25,22
161100,19019,1,1,31,32
161101,19019,2,2,29,29
161102,19019,3,3,17,32
161103,19019,4,4,29,32
161104,19020,1,1,28,33
161105,19020,2,2,28,29
161106,19020,3,3,28,25
161107,19020,4,4,36,39
161108,19021,1,1,29,26
161109,19021,2,2,20,14
161110,19021,3,3,25,29
161111,19021,4,4,15,28
161112,19022,1,1,21,22
161113,19022,2,2,30,31
161114,19022,3,3,34,26
161115,19022,4,4,24,24
161116,19016,5,OT,10,6
161117,19023,1,1,32,34
161118,19023,2,2,32,28
161119,19023,3,3,24,24
161120,19023,4,4,26,28
161121,19023,5,OT,14,19
161122,19024,1,1,28,26
161123,19024,2,2,20,35
161124,19024,3,3,33,21
161125,19024,4,4,28,37
161126,19025,1,1,29,31
161127,19025,2,2,23,22
161128,19025,3,3,25,31
161129,19025,4,4,41,35
161130,19026,1,1,19,34
161131,19027,1,1,27,33
161132,19028,1,1,29,32
161133,19027,2,2,26,18
161134,19027,3,3,36,37
161135,19027,4,4,34,29
161136,19026,2,2,30,31
161137,19026,3,3,32,26
161138,19026,4,4,28,26
161139,19029,1,1,27,36
161140,19028,2,2,19,23
161141,19028,3,3,30,35
161142,19028,4,4,26,33
161143,19029,2,2,41,38
161144,19029,3,3,28,35
161145,19029,4,4,42,35
161146,19030,1,1,27,36
161147,19030,2,2,38,26
161148,19030,3,3,24,21
161149,19030,4,4,23,25
161150,19031,1,1,26,32
161151,19031,2,2,35,26
161152,19031,3,3,22,35
161153,19031,4,4,23,31
161154,19033,1,1,33,25
161155,19033,2,2,27,26
161156,19033,3,3,16,22
161157,19033,4,4,27,27
161158,19032,1,1,25,21
161159,19032,2,2,24,23
161160,19032,3,3,27,24
161161,19032,4,4,24,23
161162,19034,1,1,33,23
161163,19034,2,2,32,31
161164,19034,3,3,35,28
161165,19034,4,4,24,39
161166,19035,1,1,39,29
161167,19036,1,1,19,34
161168,19035,2,2,27,42
161169,19035,3,3,27,35
161170,19035,4,4,33,29
161171,19036,2,2,27,31
161172,19036,3,3,33,36
161173,19036,4,4,36,26
161174,19037,1,1,35,27
161175,19037,2,2,28,37
161176,19037,3,3,32,26
161177,19037,4,4,21,26
161178,19038,1,1,27,35
161179,19038,2,2,43,30
161180,19038,3,3,19,29
161181,19038,4,4,24,29
161182,19039,1,1,29,27
161183,19039,2,2,29,35
161184,19039,3,3,28,28
161185,19039,4,4,23,30
161186,19037,5,OT,9,15
161187,19040,1,1,23,31
161188,19040,2,2,42,30
161189,19040,3,3,28,44
161190,19040,4,4,31,29
161191,19041,1,1,31,27
161192,19041,2,2,28,25
161193,19041,3,3,38,22
161194,19041,4,4,29,27
161195,19044,1,1,32,32
161196,19044,2,2,25,28
161197,19044,3,3,29,33
161198,19044,4,4,24,27
161199,19042,1,1,39,15
161200,19042,2,2,19,27
161201,19042,3,3,28,40
161202,19042,4,4,27,35
161203,19045,1,1,37,21
161204,19047,1,1,25,26
161205,19047,2,2,31,26
161206,19047,3,3,24,31
161207,19047,4,4,25,33
161208,19045,2,2,29,23
161209,19045,3,3,25,32
161210,19045,4,4,31,25
161211,19046,1,1,26,31
161212,19046,2,2,25,35
161213,19046,3,3,38,31
161214,19046,4,4,20,30
161215,19043,1,1,24,38
161216,19043,2,2,14,25
161217,19043,3,3,32,24
161218,19043,4,4,42,31
161219,19048,1,1,21,38
161220,19048,2,2,33,38
161221,19048,3,3,24,40
161222,19048,4,4,18,17
161223,19049,1,1,24,38
161224,19049,2,2,23,25
161225,19049,3,3,33,25
161226,19049,4,4,31,29
161227,19050,1,1,25,26
161228,19050,2,2,19,35
161229,19050,3,3,30,31
161230,19050,4,4,35,26
161231,19051,1,1,25,38
161232,19051,2,2,26,17
161233,19051,3,3,24,34
161234,19051,4,4,27,31
161235,19053,1,1,34,24
161236,19053,2,2,27,25
161237,19053,3,3,24,24
161238,19053,4,4,27,27
161239,19052,1,1,21,36
161240,19052,2,2,30,23
161241,19052,3,3,25,28
161242,19052,4,4,38,19
161243,19054,1,1,28,23
161244,19054,2,2,26,29
161245,19054,3,3,37,32
161246,19054,4,4,25,23
161247,19418,1,1,46,46
161248,19418,2,2,53,46
161249,19418,3,3,59,49
161250,19418,4,4,26,34
161251,19055,1,1,31,26
161252,19056,1,1,34,31
161253,19056,2,2,34,27
161254,19056,3,3,32,39
161255,19056,4,4,25,28
161256,19055,2,2,25,31
161257,19055,3,3,33,34
161258,19055,4,4,26,18
161259,19057,1,1,26,28
161260,19057,2,2,20,19
161261,19057,3,3,33,33
161262,19057,4,4,27,28
161263,19060,1,1,37,22
161264,19060,2,2,22,25
161265,19060,3,3,22,28
161266,19060,4,4,24,35
161267,19058,1,1,19,23
161268,19058,2,2,26,31
161269,19058,3,3,32,38
161270,19058,4,4,33,23
161271,19059,1,1,26,34
161272,19059,2,2,37,40
161273,19059,3,3,27,25
161274,19059,4,4,26,43
161275,19061,1,1,26,28
161276,19061,2,2,29,18
161277,19061,3,3,31,32
161278,19061,4,4,20,28
161279,19056,5,OT,17,13
161280,19062,1,1,23,31
161281,19062,2,2,33,28
161282,19062,3,3,24,36
161283,19062,4,4,31,29
161284,19063,1,1,37,29
161285,19063,2,2,20,37
161286,19063,3,3,34,34
161287,19063,4,4,25,33
161288,19061,5,OT,13,14
161289,19064,1,1,27,38
161290,19064,2,2,33,26
161291,19064,3,3,29,24
161292,19064,4,4,26,21
161293,19065,1,1,23,32
161294,19065,2,2,34,49
161295,19065,3,3,26,27
161296,19065,4,4,36,28
161297,19066,1,1,32,42
161298,19066,2,2,24,31
161299,19066,3,3,18,22
161300,19066,4,4,25,33
161301,19067,1,1,37,32
161302,19067,2,2,35,32
161303,19067,3,3,24,25
161304,19067,4,4,25,24
161305,19069,1,1,18,33
161306,19069,2,2,11,30
161307,19069,3,3,22,34
161308,19069,4,4,36,34
161309,19068,1,1,30,29
161310,19070,1,1,26,26
161311,19068,2,2,30,36
161312,19068,3,3,27,29
161313,19068,4,4,28,30
161314,19070,2,2,23,40
161315,19070,3,3,28,20
161316,19070,4,4,24,30
161317,19071,1,1,40,40
161318,19071,2,2,36,40
161319,19071,3,3,34,37
161320,19071,4,4,43,36
161321,19071,5,OT,11,11
161322,19071,6,OT2,12,11
161323,19072,1,1,22,22
161324,19072,2,2,22,22
161325,19072,3,3,27,26
161326,19072,4,4,24,21
161327,19073,1,1,27,25
161328,19074,1,1,16,29
161329,19074,2,2,35,25
161330,19074,3,3,21,28
161331,19074,4,4,31,26
161332,19073,2,2,24,27
161333,19073,3,3,31,22
161334,19073,4,4,39,34
161335,19075,1,1,26,42
161336,19075,2,2,26,31
161337,19075,3,3,30,29
161338,19075,4,4,24,26
161339,19076,1,1,20,28
161340,19076,2,2,22,38
161341,19076,3,3,20,28
161342,19076,4,4,32,18
161343,19077,1,1,28,30
161344,19077,2,2,22,26
161345,19077,3,3,30,22
161346,19077,4,4,30,29
161347,19078,1,1,33,24
161348,19078,2,2,32,31
161349,19078,3,3,14,30
161350,19078,4,4,23,33
161351,19079,1,1,26,33
161352,19079,2,2,20,20
161353,19079,3,3,28,22
161354,19079,4,4,27,29
161355,19080,1,1,29,37
161356,19080,2,2,28,27
161357,19080,3,3,37,33
161358,19080,4,4,33,32
161359,19081,1,1,27,25
161360,19081,2,2,18,22
161361,19081,3,3,22,27
161362,19081,4,4,15,28
161363,19082,1,1,16,28
161364,19082,2,2,31,33
161365,19082,3,3,31,20
161366,19082,4,4,33,27
161367,19083,1,1,28,34
161368,19083,2,2,24,30
161369,19083,3,3,24,28
161370,19083,4,4,17,26
161371,19084,1,1,36,26
161372,19084,2,2,22,24
161373,19084,3,3,36,40
161374,19084,4,4,30,25
161375,19085,1,1,34,25
161376,19085,2,2,23,34
161377,19085,3,3,30,19
161378,19085,4,4,17,31
161379,19086,1,1,31,32
161380,19086,2,2,27,41
161381,19086,3,3,30,29
161382,19086,4,4,26,29
161383,19087,1,1,22,35
161384,19087,2,2,36,31
161385,19087,3,3,30,31
161386,19087,4,4,32,23
161387,19087,5,OT,4,14
161388,19089,1,1,21,41
161389,19089,2,2,25,24
161390,19089,3,3,30,27
161391,19089,4,4,30,25
161392,19088,1,1,28,22
161393,19088,2,2,30,28
161394,19088,3,3,26,30
161395,19088,4,4,17,19
161396,19090,1,1,15,27
161397,19090,2,2,31,33
161398,19090,3,3,29,28
161399,19090,4,4,19,21
161400,19091,1,1,36,25
161401,19091,2,2,14,24
161402,19091,3,3,29,25
161403,19091,4,4,22,19
161404,19097,1,1,22,26
161405,19097,2,2,27,20
161406,19097,3,3,35,47
161407,19097,4,4,25,28
161408,19092,1,1,27,27
161409,19092,2,2,25,29
161410,19092,3,3,33,34
161411,19092,4,4,34,26
161412,19094,1,1,23,24
161413,19093,1,1,22,34
161414,19093,2,2,30,28
161415,19093,3,3,39,23
161416,19093,4,4,27,19
161417,19094,2,2,23,20
161418,19094,3,3,26,26
161419,19094,4,4,26,34
161420,19096,1,1,44,38
161421,19096,2,2,27,28
161422,19096,3,3,22,21
161423,19096,4,4,30,30
161424,19095,1,1,41,30
161425,19095,2,2,33,24
161426,19095,3,3,32,30
161427,19095,4,4,27,28
161428,19098,1,1,31,33
161429,19098,2,2,38,26
161430,19098,3,3,37,39
161431,19098,4,4,18,24
161432,19099,1,1,32,30
161433,19099,2,2,18,18
161434,19099,3,3,21,25
161435,19099,4,4,31,21
161436,19100,1,1,41,27
161437,19100,2,2,24,21
161438,19100,3,3,17,39
161439,19100,4,4,23,36
161440,19101,1,1,26,33
161441,19101,2,2,32,23
161442,19101,3,3,28,19
161443,19101,4,4,22,26
161444,19103,1,1,27,22
161445,19103,2,2,30,19
161446,19103,3,3,22,32
161447,19103,4,4,26,18
161448,19102,1,1,38,36
161449,19102,2,2,31,18
161450,19102,3,3,32,32
161451,19102,4,4,16,29
161452,19106,1,1,29,47
161453,19105,1,1,34,38
161454,19106,2,2,28,34
161455,19106,3,3,30,29
161456,19106,4,4,31,32
161457,19105,2,2,37,15
161458,19105,3,3,25,24
161459,19105,4,4,23,19
161460,19104,1,1,28,26
161461,19104,2,2,24,29
161462,19104,3,3,26,41
161463,19104,4,4,35,21
161464,19109,1,1,31,30
161465,19108,1,1,29,31
161466,19108,2,2,37,45
161467,19108,3,3,30,32
161468,19108,4,4,21,31
161469,19109,2,2,26,30
161470,19109,3,3,33,24
161471,19109,4,4,33,33
161472,19107,1,1,25,19
161473,19107,2,2,22,25
161474,19107,3,3,38,24
161475,19107,4,4,28,31
161476,19110,1,1,29,31
161477,19110,2,2,24,25
161478,19110,3,3,37,35
161479,19110,4,4,31,19
161480,19111,1,1,20,24
161481,19111,2,2,30,35
161482,19111,3,3,28,30
161483,19111,4,4,30,30
161484,19112,1,1,37,38
161485,19112,2,2,30,33
161486,19112,3,3,24,39
161487,19112,4,4,35,23
161488,19113,1,1,29,21
161489,19113,2,2,25,31
161490,19113,3,3,16,31
161491,19113,4,4,29,27
161492,19114,1,1,27,26
161493,19114,2,2,29,19
161494,19114,3,3,16,42
161495,19114,4,4,19,28
161496,19115,1,1,31,26
161497,19115,2,2,33,22
161498,19115,3,3,27,25
161499,19115,4,4,26,33
161500,19116,1,1,19,31
161501,19116,2,2,30,28
161502,19116,3,3,27,38
161503,19116,4,4,35,32
161504,19117,1,1,15,37
161505,19117,2,2,40,27
161506,19117,3,3,34,20
161507,19117,4,4,26,21
161508,19120,1,1,29,34
161509,19120,2,2,23,33
161510,19120,3,3,32,30
161511,19120,4,4,19,33
161512,19118,1,1,40,29
161513,19119,1,1,37,31
161514,19118,2,2,20,35
161515,19118,3,3,34,21
161516,19118,4,4,31,19
161517,19119,2,2,34,25
161518,19119,3,3,25,32
161519,19119,4,4,26,32
161520,19123,1,1,32,35
161521,19122,1,1,35,21
161522,19123,2,2,31,33
161523,19123,3,3,33,33
161524,19123,4,4,31,27
161525,19122,2,2,22,33
161526,19122,3,3,21,28
161527,19122,4,4,21,26
161528,19121,1,1,27,28
161529,19121,2,2,31,22
161530,19121,3,3,22,30
161531,19121,4,4,17,33
161532,19124,1,1,33,34
161533,19124,2,2,23,21
161534,19124,3,3,27,21
161535,19124,4,4,27,26
161536,19125,1,1,26,30
161537,19125,2,2,27,23
161538,19125,3,3,33,26
161539,19125,4,4,19,26
161540,19125,5,OT,11,4
161541,19126,1,1,21,24
161542,19126,2,2,24,30
161543,19126,3,3,22,42
161544,19126,4,4,23,18
161545,19129,1,1,29,32
161546,19129,2,2,41,36
161547,19129,3,3,25,22
161548,19129,4,4,27,20
161549,19127,1,1,26,29
161550,19127,2,2,23,37
161551,19127,3,3,26,21
161552,19127,4,4,34,30
161553,19128,1,1,29,29
161554,19128,2,2,24,30
161555,19128,3,3,32,40
161556,19128,4,4,48,31
161557,19130,1,1,36,30
161558,19130,2,2,38,34
161559,19130,3,3,31,38
161560,19130,4,4,33,32
161561,19131,1,1,31,25
161562,19131,2,2,28,37
161563,19131,3,3,37,33
161564,19131,4,4,34,31
161565,19132,1,1,30,35
161566,19132,2,2,37,25
161567,19132,3,3,28,29
161568,19132,4,4,30,33
161569,19133,1,1,18,33
161570,19133,2,2,36,22
161571,19133,3,3,18,23
161572,19133,4,4,33,35
161573,19135,1,1,31,27
161574,19135,2,2,27,29
161575,19135,3,3,34,32
161576,19135,4,4,30,31
161577,19134,1,1,21,36
161578,19134,2,2,20,34
161579,19134,3,3,21,16
161580,19134,4,4,24,16
161581,19137,1,1,20,35
161582,19137,2,2,31,35
161583,19137,3,3,33,31
161584,19137,4,4,35,28
161585,19136,1,1,24,38
161586,19136,2,2,39,35
161587,19136,3,3,24,35
161588,19136,4,4,23,34
161589,19419,1,1,34,28
161590,19419,2,2,25,20
161591,19419,3,3,24,32
161592,19419,4,4,34,31
161593,19138,1,1,31,34
161594,19138,2,2,23,27
161595,19138,3,3,34,26
161596,19138,4,4,25,26
161597,19139,1,1,28,30
161598,19139,2,2,33,37
161599,19139,3,3,51,30
161600,19139,4,4,17,38
161601,19138,5,OT,8,8
161602,19138,6,OT2,10,8
161603,19140,1,1,33,26
161604,19140,2,2,35,30
161605,19140,3,3,24,22
161606,19140,4,4,17,31
161607,19420,1,1,31,18
161608,19420,2,2,28,33
161609,19420,3,3,30,23
161610,19420,4,4,21,30
161611,19141,1,1,38,39
161612,19141,2,2,40,40
161613,19141,3,3,36,35
161614,19141,4,4,33,29
161615,19143,1,1,43,30
161616,19143,2,2,25,33
161617,19143,3,3,28,29
161618,19143,4,4,32,38
161619,19144,1,1,34,29
161620,19144,2,2,27,29
161621,19144,3,3,27,25
161622,19144,4,4,25,35
161623,19140,5,OT,5,9
161624,19145,1,1,32,29
161625,19145,2,2,27,30
161626,19145,3,3,20,38
161627,19145,4,4,29,26
161628,19147,1,1,36,26
161629,19421,1,1,29,26
161630,19421,2,2,24,32
161631,19421,3,3,36,30
161632,19421,4,4,30,29
161633,19147,2,2,34,34
161634,19147,3,3,32,32
161635,19147,4,4,32,31
161636,19148,1,1,24,27
161637,19148,2,2,34,18
161638,19148,3,3,29,23
161639,19148,4,4,30,26
161640,19149,1,1,21,21
161641,19149,2,2,29,45
161642,19149,3,3,37,23
161643,19149,4,4,25,16
161644,19151,1,1,30,40
161645,19151,2,2,34,28
161646,19151,3,3,35,37
161647,19151,4,4,29,32
161648,19150,1,1,27,32
161649,19150,2,2,32,22
161650,19150,3,3,33,24
161651,19150,4,4,26,18
161652,19152,1,1,31,34
161653,19152,2,2,28,25
161654,19152,3,3,27,28
161655,19152,4,4,30,33
161656,19153,1,1,21,23
161657,19153,2,2,36,33
161658,19153,3,3,23,26
161659,19153,4,4,23,30
161660,19154,1,1,34,28
161661,19154,2,2,24,33
161662,19154,3,3,32,33
161663,19154,4,4,32,26
161664,19155,1,1,28,35
161665,19155,2,2,17,25
161666,19155,3,3,27,34
161667,19155,4,4,21,21
161668,19157,1,1,26,30
161669,19157,2,2,31,23
161670,19157,3,3,30,29
161671,19157,4,4,17,18
161672,19156,1,1,24,24
161673,19156,2,2,19,35
161674,19156,3,3,22,24
161675,19156,4,4,41,30
161676,19159,1,1,21,34
161677,19159,2,2,31,26
161678,19159,3,3,28,44
161679,19159,4,4,21,28
161680,19158,1,1,25,29
161681,19158,2,2,26,23
161682,19158,3,3,36,24
161683,19158,4,4,30,20
161684,19160,1,1,25,17
161685,19160,2,2,24,32
161686,19160,3,3,25,34
161687,19160,4,4,26,25
161688,19162,1,1,27,38
161689,19163,1,1,29,28
161690,19161,1,1,31,23
161691,19162,2,2,31,26
161692,19162,3,3,33,34
161693,19162,4,4,24,17
161694,19161,2,2,28,27
161695,19161,3,3,34,33
161696,19161,4,4,20,20
161697,19163,2,2,35,28
161698,19163,3,3,33,41
161699,19163,4,4,34,27
161700,19165,1,1,28,48
161701,19165,2,2,31,29
161702,19165,3,3,34,22
161703,19165,4,4,17,32
161704,19164,1,1,20,37
161705,19164,2,2,27,27
161706,19164,3,3,33,23
161707,19164,4,4,33,31
161708,19162,5,OT,10,19
161709,19166,1,1,23,30
161710,19166,2,2,30,39
161711,19166,3,3,31,22
161712,19166,4,4,33,31
161713,19168,1,1,24,29
161714,19167,1,1,37,29
161715,19167,2,2,34,27
161716,19167,3,3,25,29
161717,19167,4,4,23,35
161718,19168,2,2,32,21
161719,19168,3,3,29,25
161720,19168,4,4,29,32
161721,19170,1,1,26,33
161722,19170,2,2,34,35
161723,19170,3,3,37,20
161724,19170,4,4,17,26
161725,19169,1,1,26,27
161726,19169,2,2,33,23
161727,19169,3,3,30,32
161728,19169,4,4,26,37
161729,19171,1,1,38,26
161730,19171,2,2,29,42
161731,19171,3,3,26,30
161732,19171,4,4,27,30
161733,19170,5,OT,10,9
161734,19172,1,1,35,31
161735,19172,2,2,27,39
161736,19172,3,3,28,15
161737,19172,4,4,22,37
161738,19173,1,1,19,20
161739,19173,2,2,30,27
161740,19173,3,3,25,29
161741,19173,4,4,21,30
161742,19174,1,1,35,30
161743,19176,1,1,32,29
161744,19174,2,2,34,27
161745,19174,3,3,21,33
161746,19174,4,4,31,25
161747,19176,2,2,26,20
161748,19176,3,3,39,32
161749,19176,4,4,22,30
161750,19175,1,1,24,34
161751,19175,2,2,31,24
161752,19175,3,3,23,23
161753,19175,4,4,30,27
161754,19177,1,1,37,38
161755,19177,2,2,34,23
161756,19177,3,3,30,28
161757,19177,4,4,33,36
161758,19179,1,1,23,27
161759,19178,1,1,22,32
161760,19178,2,2,32,23
161761,19178,3,3,33,40
161762,19178,4,4,32,16
161763,19179,2,2,27,29
161764,19179,3,3,33,21
161765,19179,4,4,25,35
161766,19180,1,1,32,22
161767,19180,2,2,31,22
161768,19180,3,3,24,28
161769,19180,4,4,23,24
161770,19181,1,1,26,28
161771,19181,2,2,23,22
161772,19181,3,3,28,30
161773,19181,4,4,34,31
161774,19182,1,1,31,32
161775,19182,2,2,36,27
161776,19182,3,3,29,36
161777,19182,4,4,32,24
161778,19175,5,OT,6,18
161779,19181,5,OT,5,14
161780,19183,1,1,30,30
161781,19183,2,2,31,39
161782,19183,3,3,37,18
161783,19183,4,4,24,33
161784,19184,1,1,25,35
161785,19184,2,2,27,24
161786,19184,3,3,29,30
161787,19184,4,4,33,19
161788,19185,1,1,19,27
161789,19185,2,2,31,28
161790,19185,3,3,19,26
161791,19185,4,4,24,31
161792,19187,1,1,29,19
161793,19186,1,1,25,42
161794,19187,2,2,23,28
161795,19187,3,3,26,24
161796,19187,4,4,24,19
161797,19186,2,2,29,32
161798,19186,3,3,19,35
161799,19186,4,4,37,18
161800,19188,1,1,31,27
161801,19188,2,2,31,32
161802,19188,3,3,23,27
161803,19188,4,4,27,22
161804,19189,1,1,20,38
161805,19189,2,2,29,29
161806,19189,3,3,19,24
161807,19189,4,4,29,26
161808,19190,1,1,40,29
161809,19190,2,2,36,23
161810,19190,3,3,30,33
161811,19190,4,4,30,30
161812,19192,1,1,26,33
161813,19192,2,2,31,23
161814,19192,3,3,33,34
161815,19192,4,4,25,29
161816,19191,1,1,29,25
161817,19191,2,2,20,25
161818,19191,3,3,36,21
161819,19191,4,4,19,17
161820,19193,1,1,29,31
161821,19193,2,2,26,31
161822,19193,3,3,25,23
161823,19193,4,4,29,26
161824,19194,1,1,21,43
161825,19194,2,2,37,32
