QuarterID,GameID,Number,Name,AwayScore,HomeScore
160802,18945,3,3,32,31
160803,18945,4,4,36,35
160804,18946,1,1,26,23
160805,18946,2,2,40,24
160806,18946,3,3,36,20
160807,18946,4,4,30,33
160808,18943,5,OT,4,9
160809,18947,1,1,30,35
160810,18947,2,2,24,32
160811,18947,3,3,30,29
160812,18947,4,4,28,15
160813,18949,1,1,22,28
160814,18949,2,2,26,23
160815,18949,3,3,24,26
160816,18949,4,4,32,29
160817,18948,1,1,26,30
160818,18948,2,2,28,37
160819,18948,3,3,33,32
160820,18948,4,4,26,29
160821,18950,1,1,29,31
160822,18950,2,2,20,22
160823,18950,3,3,21,32
160824,18950,4,4,28,29
160825,18951,1,1,22,40
160826,18951,2,2,21,30
160827,18951,3,3,33,25
160828,18951,4,4,30,16
160829,18952,1,1,35,34
